0.0525717,0.00397938
0.0308525,0.000645803
0.0446057,0.000699751
0.0378425,0.00050418
0.0367621,0.00030767
0.0392568,0.000384202
0.036992,0.00078204
0.0406656,0.000523371
0.0342559,0.000638252
0.0421265,0.000291738
0.0456015,0.0010262
0.0367409,0.000443742
0.036397,0.0008895
0.0412288,0.000901211
0.0400367,0.000373238
0.085702,0.0395241
0.0344721,0.000395264
0.0392341,0.000375153
0.0371199,0.000606951
0.114697,0.263906
0.121059,0.278969
0.0375489,0.000427036
0.0358756,0.00042133
0.0328438,0.00028964
0.0395433,0.000574112
0.0348798,0.000480053
0.0354212,0.00034393
0.0334422,0.0002284
0.0372557,0.000308142
0.0374194,0.000191998
0.0621329,0.00610267
0.0547473,0.00438547
0.0433504,0.000377455
0.0429917,0.000482254
0.0357898,0.000577611
0.041443,0.00092029
0.0350624,0.00078914
0.0381082,0.000574503
0.0390122,0.000237002
0.035509,0.000313302
0.0362981,0.00150416
0.0421182,0.000438553
0.0329101,0.000374797
0.0337958,0.000667127
0.0451466,0.000856421
0.0401038,0.000631382
0.041489,0.000501912
0.0550114,0.00105459
0.0476719,0.00563817
0.0460894,0.00125917
0.0414833,0.000650344
0.0419689,0.000452486
0.0320829,0.000449883
0.0437107,0.00052865
0.0405524,0.000499749
0.0344801,0.000334922
0.02855,0.000175969
0.0414058,0.0005497
0.0402952,0.000416483
0.0328531,0.000304206
0.0324056,0.000324497
0.0322381,0.000215639
0.0450987,0.000427937
0.032936,0.000438539
0.0416288,0.000505566
0.0343935,0.000396343
0.0381783,0.000808441
0.0372491,0.000706609
0.0300037,0.000250626
0.0282256,0.000262399
0.0396374,0.000489296
0.0552463,0.000717598
0.0396447,0.000318039
0.0512864,0.00078635
0.04635,0.000747579
0.0408654,0.000685678
0.0369344,0.000556462
0.0384204,0.000511007
0.0487456,0.000981786
0.0358432,0.000357801
0.0413479,0.00218907
0.0423176,0.000284606
0.0393783,0.000664619
0.0463426,0.00132452
0.0395274,0.000509179
0.0402197,0.00142871
0.0386974,0.0002366
0.038866,0.000489773
0.0497479,0.00505072
0.0341694,0.000384331
0.0327166,0.000338134
0.0399184,0.00055536
0.0418654,0.000647612
0.0389803,0.000412796
0.0413175,0.000467066
0.0387737,0.000444736
0.0444619,0.000545059
0.0381826,0.000360118
0.0371446,0.000364334
0.0398728,0.000297228
0.0372168,0.000326095
0.0412237,0.000313075
0.0330783,0.000233819
0.039222,0.000407886
0.0344379,0.000406572
0.0380708,0.000332363
0.0385883,0.000350044
0.042813,0.00046511
0.0322059,0.000246979
0.0408452,0.000543399
0.0391259,0.000534154
0.0416815,0.000773147
0.0374805,0.000399017
0.0400447,0.000323273
0.0533447,0.00270145
0.0452857,0.000474772
0.0369952,0.000399411
0.04021,0.000432912
0.0379041,0.000169792
0.0417882,0.000453617
0.0374908,0.00167159
0.0387184,0.000654284
0.0376742,0.000439678
0.0390047,0.000353605
0.0463237,0.00216331
0.0406487,0.00151084
0.0414895,0.000436235
0.037287,0.000418621
0.0408785,0.000435178
0.0434288,0.00347709
0.0377813,0.000402672
0.0367199,0.000496368
0.0350816,0.000473799
0.038401,0.000513617
0.0416249,0.000609824
0.0346988,0.00038017
0.0356749,0.000325796
0.0366362,0.000382488
0.0420931,0.000417038
0.0361272,0.000321634
0.0420922,0.00084798
0.031885,0.000444145
0.0283557,0.000236105
0.0363682,0.000367478
0.0369651,0.000983247
0.0451631,0.00271708
0.0328682,0.000235996
0.0385781,0.000412796
0.0317771,0.00036158
0.0388667,0.000458712
0.037751,0.000313529
0.0418617,0.000473899
0.0365263,0.000317733
0.0472126,0.00203649
0.0419226,0.000432849
0.0485075,0.000743548
0.0462336,0.000405641
0.0425029,0.000851445
0.0408604,0.000385463
0.0452681,0.000372193
0.050676,0.00295263
0.0381811,0.000238229
0.0444514,0.000849179
0.0396182,0.000597779
0.0417047,0.00109032
0.0377477,0.000350381
0.0295348,0.000364728
0.0346349,0.000341348
0.0319876,0.000235649
0.0437812,0.00345397
0.0365911,0.000387053
0.0422949,0.000668833
0.0359585,0.000263969
0.0401385,0.000419842
0.042443,0.000436996
0.0355363,0.000450718
0.0386083,0.000513693
0.03233,0.000243329
0.0314669,0.000380061
0.0346317,0.000575656
0.0406915,0.000832665
0.0370611,0.000748485
0.0397765,0.000330036
0.039614,0.000573501
0.0349734,0.000395746
0.0574966,0.00404011
0.0283233,0.000302345
0.0358031,0.00032217
0.03692,0.000376532
0.0453154,0.000724536
0.048815,0.000983861
0.0441658,0.000663867
0.0480339,0.00225135
0.0407105,0.000335985
0.0427181,0.000419754
0.0519508,0.000567344
0.0440923,0.000448364
0.047312,0.000793734
0.0275371,0.000301909
0.0315418,0.000475056
0.0569239,0.0281431
0.0961754,0.137551
0.0453755,0.0206496
0.0392121,0.000363084
0.037755,0.000844696
0.0351021,0.00086239
0.0335345,0.000719568
0.121853,0.253343
0.0381811,0.00029404
0.0414393,0.00338321
0.0328321,0.000330106
0.042577,0.000667478
0.0421022,0.000943032
0.0445254,0.000953245
0.0365473,0.00085835
0.0353967,0.000681203
0.0488466,0.00467674
0.040111,0.00118025
0.0566441,0.00387873
0.0512605,0.0118795
0.0682589,0.0269815
0.0580132,0.0186818
0.0539259,0.00294647
0.0396049,0.000424419
0.0418587,0.000548809
0.0373493,0.000612941
0.0339619,0.000423149
0.0382808,0.000426702
0.0362323,0.0003638
0.0405386,0.000328063
0.0410791,0.00061714
0.0374091,0.00038145
0.0416832,0.000348049
0.0338224,0.000444202
0.0391082,0.000695553
0.0340501,0.000419715
0.0381572,0.000513832
0.0390791,0.000739399
0.031808,0.000354516
0.0327866,0.000286392
0.0423651,0.00155755
0.0441455,0.00407351
0.0432209,0.000843376
0.0490914,0.0210183
0.0417155,0.0129318
0.0491285,0.0206789
0.0444514,0.0160979
0.176592,0.740088
0.0596809,0.038261
0.0676228,0.0193827
