16,0.0117587,0.00841873,0.0044089,0.00406796,0.00401948,0.00322514,0.00290062,0.0024608,0.00236434,0.00217291,0.0013675,0.00135257,0.00128873,0.00120714,0.00119269,1.49012e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.00957474,0.00737561,0.00601095,0.00517192,0.00507101,0.00444914,0.0041993,0.00383813,0.00380888,0.00309672,0.00237047,0.00184341,0.00178581,0.00039973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.00791798,0.00705415,0.00690419,0.00689166,0.00674414,0.00572545,0.00570046,0.00561368,0.00541726,0.00523999,0.00375218,0.00296125,0.00149282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.00870991,0.00569616,0.00560313,0.00496729,0.00445101,0.00434943,0.00428718,0.00415065,0.00386268,0.00376493,0.0036022,0.00344996,0.0028552,0.00249911,0.0021045,0.00208487,0.00181094,0.00122051,0.000916547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.00632629,0.00624004,0.00553881,0.00539081,0.00500086,0.00497744,0.00378588,0.00318012,0.00306223,0.0028327,0.00275442,0.00222609,0.00193232,0.00174514,0.000640149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.00679365,0.00650776,0.00591365,0.00563067,0.00485369,0.0047477,0.00410008,0.00409619,0.00307958,0.00259977,0.0021643,0.00165062,0.0015948,0.00130927,0.00110915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1.43705,0.0124451,0.00599229,0.0044385,0.00399902,0.00397814,0.00386837,0.00322401,0.00318826,0.00269717,0.00267559,0.00259375,0.00240051,0.00190306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.0077416,0.00584666,0.00554233,0.00551807,0.00529524,0.00438232,0.00396386,0.00351784,0.00326803,0.00147895,0.00129402,0.000944326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.00614053,0.00589276,0.00522564,0.00501463,0.00454459,0.0044352,0.00415373,0.00365581,0.0033809,0.0028232,0.00271284,0.00180341,0.00161636,0.0015335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.0198803,0.0108719,0.00527364,0.00361952,0.00343961,0.00298625,0.00269304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.00617652,0.00457911,0.00453481,0.00446209,0.00398396,0.00391537,0.00368238,0.00367722,0.00262677,0.00196719,0.00143713,0.00054293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.00666269,0.00587683,0.00311896,0.00292158,0.00263932,0.00243553,0.00235809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.00768136,0.00758502,0.0063214,0.00607769,0.00589503,0.00584507,0.00565017,0.00473347,0.00439019,0.00428197,0.0041235,0.00402168,0.0037711,0.00297632,0.00297085,0.00204611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.00775859,0.0070834,0.00629561,0.00591625,0.00589151,0.0050092,0.00485841,0.00476659,0.0045819,0.00434789,0.00397609,0.00394128,0.00387895,0.00348963,0.00344104,0.00326506,0.00315167,0.00253939,0.00219114,0.0016689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.00727811,0.0062828,0.00587733,0.00528595,0.00500377,0.00500143,0.00461611,0.00315741,0.00303591,0.00296395,0.00281533,0.00267688,0.00215786,0.00198493,0.001107,0.00110199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.0102126,0.00899594,0.0067944,0.00656585,0.00558296,0.00462063,0.00406573,0.00388234,0.00324206,0.00256642,0.00248777,0.00247303,0.0013457,0.00060454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
